10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2702.15,2439.84,2248.83,1800.26,1470.95,932.966,824.984,1020.01,1124.77,1167.46,714.650,438.933,210.443,554.237,1096.91,1752.92,2126.44,2398.97,2499.00,2525.49,2518.57,2494.06,2477.80,2460.85,2469.74,2462.10,2429.27,2387.74,2445.54,2505.91,2549.16,2525.30,2501.28,2501.45,2479.59,2504.55,2524.49,2528.63,2432.41,2305.13,2172.84,2055.83,1935.85,1849.50,1844.44,1900.35,1980.14,1985.49,1940.49,1941.45,2006.80,2061.08,2048.73,1977.53,1903.80,1800.74,1768.44,1796.44,1851.25,1883.22,1889.64,1912.29,1940.58,1996.23,2044.95,2079.67,2083.63,2095.96,2130.28,2162.01,2158.95,2144.65,2080.45,2066.95,2049.24,2093.03,2101.17,2106.56,2137.59,2203.28,2285.54,2358.20,2483.74,2649.30,3103.45,3439.41,3710.85,4054.02,4125.64,4348.13,4167.53,4299.34
710.607,587.087,493.057,332.507,235.664,87.8821,67.0865,116.653,132.008,139.409,58.6306,31.8903,4.67234,54.9654,150.096,311.003,444.917,558.554,605.604,618.273,614.834,602.751,594.927,586.626,590.968,587.348,571.767,551.897,580.174,609.316,630.035,618.119,606.259,606.345,595.729,608.058,617.990,619.982,574.508,515.211,456.753,408.942,361.939,329.437,327.555,348.385,378.263,380.253,363.340,363.722,389.426,409.978,405.098,377.216,349.729,312.558,300.910,310.964,329.944,341.473,343.842,352.210,362.920,384.509,403.546,417.344,418.952,423.992,438.344,451.558,450.298,444.233,418.119,412.626,405.287,422.831,426.129,428.344,441.471,469.543,505.499,538.498,599.356,684.045,962.427,1172.05,1346.71,1640.04,1693.57,1870.04,1706.73,1813.38
187.300,143.610,109.004,64.2461,42.2702,8.66348,5.65639,15.1921,16.8912,17.8475,5.13961,2.77425,0.111042,6.44700,22.2644,57.7541,94.6349,130.349,146.840,151.349,150.078,145.644,142.841,139.818,141.396,140.118,134.615,127.538,137.837,148.312,155.701,151.271,146.914,146.945,143.108,147.640,151.323,152.035,136.022,115.417,96.1413,81.5669,67.8250,58.7068,58.1859,63.9654,72.3018,72.8531,68.1204,68.2338,75.7637,81.5579,80.1230,71.9901,64.3552,54.3540,51.2272,53.9150,58.8092,61.9031,62.5545,64.8552,67.8727,74.1100,79.6480,83.7296,84.2152,85.7494,90.2154,94.3119,93.9259,92.0118,84.1005,82.4374,80.1735,85.4067,86.4011,87.0782,91.2120,100.146,111.854,123.016,145.016,177.358,306.479,404.680,488.773,676.321,706.103,810.535,700.485,764.770
49.5033,35.6641,24.3104,12.7862,8.21345,0.881098,0.491687,2.14670,2.31593,2.42581,0.459363,0.251805,0.00272092,0.781827,3.40593,11.1446,20.4237,30.5077,35.6444,37.0690,36.6521,35.2080,34.3170,33.3395,33.8484,33.4484,31.7233,29.4854,32.8159,36.1594,38.4980,37.0369,35.6157,35.6259,34.3949,35.8740,37.0856,37.3115,32.3011,25.9323,20.2767,16.3241,12.7484,10.4746,10.3465,11.7708,13.8380,13.9735,12.7976,12.8275,14.7868,16.2376,15.8630,13.7555,11.8711,9.47705,8.73193,9.36975,10.4908,11.2278,11.3868,11.9483,12.7029,14.3033,15.7338,16.8056,16.9357,17.3502,18.5839,19.7112,19.6062,19.0701,16.9413,16.4944,15.8746,17.2605,17.5267,17.7104,18.8659,21.3910,24.7778,28.1314,35.2034,46.1992,100.191,141.367,177.489,284.414,299.122,354.094,288.209,322.618
