1.99437,1.99410,1.99377,1.99347,1.99303,1.99257,1.99227,1.99220,1.99193,1.99143,1.99090,1.99037,1.99000,1.98987,1.98997,1.99050,1.99057,1.99060,1.99027,1.99020,1.99043,1.99047,1.99037,1.99007,1.99007,1.98983,1.98947,1.98887,1.98860,1.98857,1.98880,1.98897,1.98880,1.98847,1.98797,1.98717,1.98653,1.98603,1.98607,1.98587,1.98583,1.98547,1.98503,1.98443,1.98417,1.98430,1.98470,1.98510,1.98553,1.98573,1.98623,1.98663,1.98690,1.98733,1.98780,1.98853,1.98883,1.98897,1.98907,1.98923,1.98937,1.98940,1.98927,1.98927,1.98933,1.98953,1.98977,1.99003,1.99060,1.99113,1.99193,1.99267,1.99350,1.99420,1.99480,1.99540,1.99573,1.99610,1.99643,1.99700,1.99757,1.99797,1.99823,1.99843,1.99857,1.99877,1.99887,1.99897,1.99897,1.99890
1.99330,1.99293,1.99253,1.99217,1.99167,1.99107,1.99073,1.99063,1.99033,1.98970,1.98907,1.98843,1.98800,1.98787,1.98800,1.98863,1.98873,1.98873,1.98833,1.98820,1.98847,1.98853,1.98843,1.98810,1.98810,1.98783,1.98737,1.98663,1.98630,1.98630,1.98657,1.98677,1.98657,1.98617,1.98557,1.98460,1.98387,1.98327,1.98330,1.98303,1.98303,1.98260,1.98207,1.98130,1.98100,1.98120,1.98170,1.98217,1.98267,1.98290,1.98350,1.98400,1.98430,1.98480,1.98533,1.98623,1.98660,1.98677,1.98690,1.98710,1.98727,1.98730,1.98713,1.98713,1.98720,1.98743,1.98770,1.98803,1.98873,1.98937,1.99030,1.99120,1.99220,1.99307,1.99373,1.99447,1.99487,1.99537,1.99577,1.99643,1.99710,1.99757,1.99790,1.99810,1.99827,1.99850,1.99863,1.99877,1.99877,1.99870
1.99197,1.99157,1.99107,1.99060,1.98997,1.98930,1.98890,1.98880,1.98840,1.98763,1.98687,1.98610,1.98560,1.98543,1.98560,1.98637,1.98647,1.98650,1.98603,1.98590,1.98623,1.98630,1.98617,1.98573,1.98573,1.98543,1.98490,1.98400,1.98360,1.98360,1.98393,1.98417,1.98390,1.98343,1.98273,1.98160,1.98070,1.97993,1.97997,1.97967,1.97967,1.97913,1.97850,1.97760,1.97723,1.97747,1.97807,1.97863,1.97920,1.97950,1.98020,1.98083,1.98120,1.98183,1.98247,1.98350,1.98390,1.98410,1.98427,1.98453,1.98473,1.98480,1.98460,1.98460,1.98467,1.98493,1.98523,1.98563,1.98650,1.98727,1.98840,1.98943,1.99063,1.99163,1.99247,1.99333,1.99383,1.99440,1.99490,1.99570,1.99650,1.99707,1.99747,1.99777,1.99797,1.99823,1.99837,1.99850,1.99850,1.99840
1.99030,1.98983,1.98927,1.98873,1.98797,1.98717,1.98670,1.98660,1.98610,1.98517,1.98423,1.98333,1.98270,1.98250,1.98270,1.98367,1.98380,1.98383,1.98323,1.98307,1.98347,1.98357,1.98340,1.98287,1.98287,1.98250,1.98187,1.98080,1.98033,1.98033,1.98073,1.98103,1.98073,1.98013,1.97927,1.97790,1.97687,1.97597,1.97597,1.97560,1.97560,1.97500,1.97423,1.97317,1.97270,1.97297,1.97363,1.97433,1.97503,1.97543,1.97630,1.97703,1.97747,1.97817,1.97893,1.98017,1.98070,1.98093,1.98117,1.98147,1.98173,1.98177,1.98153,1.98153,1.98163,1.98197,1.98233,1.98283,1.98387,1.98480,1.98613,1.98737,1.98880,1.99000,1.99100,1.99203,1.99263,1.99333,1.99393,1.99490,1.99583,1.99647,1.99693,1.99727,1.99753,1.99787,1.99803,1.99820,1.99820,1.99810
1.98843,1.98787,1.98717,1.98650,1.98560,1.98463,1.98407,1.98390,1.98333,1.98223,1.98113,1.98003,1.97927,1.97903,1.97927,1.98040,1.98057,1.98063,1.97993,1.97973,1.98017,1.98027,1.98007,1.97947,1.97950,1.97907,1.97830,1.97700,1.97643,1.97643,1.97693,1.97727,1.97687,1.97617,1.97513,1.97350,1.97223,1.97117,1.97120,1.97073,1.97073,1.97000,1.96910,1.96780,1.96727,1.96757,1.96840,1.96920,1.97007,1.97050,1.97153,1.97240,1.97293,1.97380,1.97473,1.97623,1.97687,1.97717,1.97743,1.97780,1.97807,1.97813,1.97787,1.97787,1.97797,1.97833,1.97880,1.97937,1.98060,1.98170,1.98333,1.98487,1.98660,1.98803,1.98920,1.99043,1.99117,1.99200,1.99273,1.99390,1.99503,1.99580,1.99633,1.99673,1.99703,1.99743,1.99763,1.99787,1.99787,1.99773
1.98613,1.98543,1.98460,1.98383,1.98277,1.98160,1.98090,1.98070,1.98000,1.97867,1.97737,1.97607,1.97517,1.97487,1.97517,1.97653,1.97673,1.97677,1.97593,1.97570,1.97627,1.97637,1.97613,1.97540,1.97540,1.97487,1.97393,1.97240,1.97170,1.97170,1.97230,1.97273,1.97227,1.97140,1.97017,1.96820,1.96670,1.96540,1.96543,1.96487,1.96487,1.96400,1.96293,1.96137,1.96070,1.96107,1.96207,1.96307,1.96410,1.96463,1.96587,1.96693,1.96757,1.96860,1.96970,1.97150,1.97223,1.97257,1.97287,1.97330,1.97367,1.97377,1.97347,1.97347,1.97360,1.97407,1.97460,1.97530,1.97677,1.97810,1.98003,1.98183,1.98390,1.98563,1.98707,1.98857,1.98940,1.99040,1.99123,1.99263,1.99400,1.99493,1.99563,1.99610,1.99647,1.99693,1.99720,1.99747,1.99747,1.99730
1.98340,1.98253,1.98153,1.98060,1.97933,1.97790,1.97707,1.97683,1.97603,1.97447,1.97290,1.97133,1.97023,1.96987,1.97020,1.97183,1.97207,1.97213,1.97113,1.97087,1.97153,1.97167,1.97137,1.97047,1.97047,1.96983,1.96873,1.96690,1.96610,1.96610,1.96680,1.96730,1.96673,1.96570,1.96420,1.96187,1.96007,1.95850,1.95853,1.95787,1.95787,1.95680,1.95547,1.95360,1.95280,1.95327,1.95447,1.95567,1.95693,1.95757,1.95907,1.96033,1.96110,1.96233,1.96363,1.96580,1.96670,1.96713,1.96750,1.96800,1.96840,1.96850,1.96813,1.96813,1.96830,1.96887,1.96953,1.97037,1.97213,1.97373,1.97607,1.97823,1.98070,1.98280,1.98453,1.98633,1.98733,1.98850,1.98953,1.99120,1.99283,1.99393,1.99473,1.99530,1.99573,1.99630,1.99660,1.99693,1.99697,1.99680
1.98007,1.97907,1.97787,1.97677,1.97520,1.97350,1.97250,1.97223,1.97127,1.96937,1.96750,1.96560,1.96427,1.96380,1.96420,1.96617,1.96647,1.96657,1.96537,1.96503,1.96583,1.96600,1.96563,1.96457,1.96457,1.96383,1.96250,1.96030,1.95930,1.95927,1.96013,1.96073,1.96010,1.95883,1.95703,1.95420,1.95203,1.95017,1.95020,1.94940,1.94940,1.94813,1.94653,1.94430,1.94333,1.94390,1.94533,1.94677,1.94827,1.94907,1.95087,1.95240,1.95327,1.95477,1.95637,1.95900,1.96007,1.96053,1.96097,1.96160,1.96213,1.96227,1.96180,1.96177,1.96197,1.96263,1.96343,1.96443,1.96660,1.96853,1.97133,1.97390,1.97687,1.97937,1.98143,1.98357,1.98477,1.98620,1.98743,1.98943,1.99140,1.99277,1.99377,1.99443,1.99493,1.99560,1.99597,1.99637,1.99637,1.99613
1.97610,1.97490,1.97347,1.97213,1.97027,1.96823,1.96703,1.96670,1.96550,1.96320,1.96093,1.95870,1.95713,1.95660,1.95707,1.95943,1.95980,1.95990,1.95843,1.95803,1.95900,1.95920,1.95877,1.95747,1.95750,1.95660,1.95500,1.95230,1.95110,1.95110,1.95217,1.95290,1.95210,1.95060,1.94843,1.94503,1.94240,1.94013,1.94020,1.93923,1.93923,1.93767,1.93577,1.93307,1.93193,1.93260,1.93433,1.93607,1.93787,1.93883,1.94100,1.94283,1.94390,1.94570,1.94763,1.95077,1.95203,1.95263,1.95317,1.95390,1.95450,1.95467,1.95413,1.95413,1.95437,1.95520,1.95613,1.95733,1.95990,1.96220,1.96557,1.96867,1.97223,1.97523,1.97773,1.98033,1.98180,1.98347,1.98493,1.98733,1.98970,1.99133,1.99250,1.99330,1.99390,1.99470,1.99517,1.99563,1.99567,1.99540
1.97130,1.96987,1.96817,1.96657,1.96433,1.96187,1.96043,1.96003,1.95863,1.95587,1.95313,1.95040,1.94853,1.94790,1.94847,1.95130,1.95173,1.95187,1.95013,1.94963,1.95077,1.95100,1.95050,1.94897,1.94897,1.94790,1.94597,1.94273,1.94130,1.94130,1.94257,1.94343,1.94250,1.94070,1.93807,1.93393,1.93077,1.92807,1.92813,1.92697,1.92697,1.92513,1.92283,1.91957,1.91817,1.91900,1.92110,1.92317,1.92533,1.92647,1.92910,1.93130,1.93260,1.93477,1.93710,1.94090,1.94243,1.94313,1.94377,1.94467,1.94540,1.94557,1.94493,1.94493,1.94523,1.94620,1.94733,1.94877,1.95187,1.95463,1.95870,1.96243,1.96673,1.97033,1.97330,1.97640,1.97813,1.98017,1.98193,1.98483,1.98767,1.98960,1.99100,1.99197,1.99270,1.99367,1.99420,1.99477,1.99477,1.99443
1.96557,1.96383,1.96180,1.95990,1.95723,1.95427,1.95250,1.95203,1.95033,1.94703,1.94373,1.94047,1.93820,1.93743,1.93810,1.94150,1.94200,1.94213,1.94003,1.93947,1.94087,1.94117,1.94053,1.93870,1.93873,1.93743,1.93510,1.93120,1.92947,1.92943,1.93093,1.93200,1.93087,1.92870,1.92553,1.92057,1.91673,1.91347,1.91357,1.91220,1.91220,1.90997,1.90717,1.90323,1.90153,1.90253,1.90507,1.90760,1.91023,1.91160,1.91473,1.91740,1.91897,1.92160,1.92437,1.92893,1.93080,1.93167,1.93243,1.93350,1.93437,1.93460,1.93383,1.93383,1.93417,1.93533,1.93670,1.93843,1.94217,1.94553,1.95043,1.95493,1.96007,1.96440,1.96797,1.97170,1.97377,1.97620,1.97833,1.98183,1.98527,1.98760,1.98927,1.99040,1.99127,1.99243,1.99307,1.99373,1.99373,1.99333
1.95870,1.95663,1.95417,1.95183,1.94860,1.94507,1.94297,1.94240,1.94033,1.93637,1.93240,1.92847,1.92570,1.92477,1.92560,1.92973,1.93037,1.93053,1.92800,1.92730,1.92897,1.92930,1.92853,1.92630,1.92633,1.92477,1.92193,1.91727,1.91520,1.91520,1.91703,1.91830,1.91693,1.91430,1.91050,1.90450,1.89987,1.89590,1.89600,1.89433,1.89433,1.89163,1.88827,1.88350,1.88147,1.88263,1.88570,1.88873,1.89193,1.89360,1.89743,1.90063,1.90253,1.90570,1.90907,1.91457,1.91680,1.91787,1.91880,1.92010,1.92113,1.92140,1.92047,1.92047,1.92087,1.92227,1.92393,1.92603,1.93053,1.93457,1.94047,1.94590,1.95210,1.95730,1.96157,1.96603,1.96853,1.97147,1.97403,1.97820,1.98230,1.98507,1.98707,1.98843,1.98950,1.99090,1.99167,1.99247,1.99250,1.99203
1.95043,1.94790,1.94493,1.94217,1.93830,1.93403,1.93147,1.93080,1.92830,1.92350,1.91873,1.91397,1.91067,1.90953,1.91053,1.91550,1.91623,1.91643,1.91340,1.91257,1.91460,1.91500,1.91410,1.91140,1.91143,1.90953,1.90613,1.90047,1.89797,1.89797,1.90020,1.90170,1.90003,1.89687,1.89230,1.88503,1.87940,1.87457,1.87470,1.87270,1.87270,1.86943,1.86533,1.85957,1.85710,1.85853,1.86227,1.86597,1.86983,1.87183,1.87643,1.88033,1.88263,1.88647,1.89053,1.89720,1.89993,1.90120,1.90233,1.90390,1.90517,1.90547,1.90433,1.90433,1.90483,1.90653,1.90853,1.91107,1.91647,1.92133,1.92843,1.93497,1.94240,1.94867,1.95383,1.95923,1.96227,1.96577,1.96883,1.97383,1.97877,1.98210,1.98450,1.98613,1.98740,1.98907,1.99000,1.99097,1.99100,1.99043
