0.00183513,0.00183360,0.00183133,0.00182830,0.00182547,0.00182393,0.00182380,0.00182573,0.00182597,0.00182747,0.00182713,0.00182960,0.00183210,0.00183470,0.00183607,0.00183763,0.00183927,0.00184070,0.00184077,0.00184047,0.00184003,0.00183983,0.00184060,0.00184090,0.00184137,0.00184087,0.00183983,0.00183863,0.00183643,0.00183463,0.00183127,0.00182787,0.00182333,0.00182010,0.00181700,0.00181587,0.00181643,0.00181807,0.00181903,0.00181867,0.00181777,0.00181620,0.00181543,0.00181487,0.00181500,0.00181480,0.00181677,0.00182053,0.00182577,0.00183117,0.00183557,0.00183780,0.00183777,0.00183813,0.00183870,0.00183827,0.00183690,0.00183647,0.00183623,0.00183700,0.00183773,0.00183933,0.00184067,0.00184067,0.00184097,0.00184067,0.00184017,0.00183940,0.00183923,0.00183877,0.00183867,0.00183753,0.00183683,0.00183540,0.00183303,0.00183087,0.00182813,0.00182687,0.00182677,0.00182510,0.00182193,0.00181740,0.00181510,0.00181263,0.00181353,0.00181193,0.00180970,0.00180630,0.00180473,0.00180570,0.00180517
0.00201410,0.00201227,0.00200957,0.00200593,0.00200253,0.00200067,0.00200047,0.00200280,0.00200310,0.00200493,0.00200453,0.00200747,0.00201043,0.00201353,0.00201520,0.00201710,0.00201910,0.00202083,0.00202093,0.00202053,0.00202000,0.00201973,0.00202063,0.00202100,0.00202157,0.00202100,0.00201977,0.00201833,0.00201570,0.00201350,0.00200947,0.00200533,0.00199990,0.00199600,0.00199230,0.00199093,0.00199160,0.00199357,0.00199477,0.00199433,0.00199327,0.00199137,0.00199047,0.00198980,0.00198997,0.00198973,0.00199210,0.00199660,0.00200287,0.00200937,0.00201470,0.00201740,0.00201733,0.00201773,0.00201840,0.00201790,0.00201627,0.00201573,0.00201543,0.00201637,0.00201727,0.00201920,0.00202080,0.00202080,0.00202117,0.00202080,0.00202023,0.00201930,0.00201913,0.00201857,0.00201843,0.00201707,0.00201620,0.00201453,0.00201167,0.00200910,0.00200580,0.00200430,0.00200417,0.00200217,0.00199837,0.00199290,0.00199013,0.00198720,0.00198830,0.00198640,0.00198367,0.00197957,0.00197763,0.00197880,0.00197817
0.00221180,0.00220960,0.00220637,0.00220197,0.00219787,0.00219563,0.00219543,0.00219823,0.00219853,0.00220070,0.00220020,0.00220373,0.00220730,0.00221103,0.00221307,0.00221537,0.00221777,0.00221983,0.00221993,0.00221943,0.00221877,0.00221843,0.00221957,0.00222000,0.00222073,0.00222000,0.00221853,0.00221677,0.00221363,0.00221100,0.00220617,0.00220120,0.00219467,0.00218997,0.00218553,0.00218390,0.00218473,0.00218710,0.00218853,0.00218800,0.00218673,0.00218447,0.00218337,0.00218253,0.00218277,0.00218250,0.00218537,0.00219073,0.00219827,0.00220607,0.00221247,0.00221570,0.00221563,0.00221617,0.00221700,0.00221640,0.00221443,0.00221380,0.00221343,0.00221453,0.00221560,0.00221793,0.00221983,0.00221983,0.00222027,0.00221987,0.00221920,0.00221810,0.00221790,0.00221723,0.00221707,0.00221540,0.00221433,0.00221230,0.00220887,0.00220577,0.00220183,0.00220003,0.00219987,0.00219747,0.00219290,0.00218637,0.00218303,0.00217950,0.00218080,0.00217850,0.00217527,0.00217037,0.00216807,0.00216943,0.00216867
0.00243133,0.00242867,0.00242473,0.00241943,0.00241450,0.00241180,0.00241153,0.00241490,0.00241527,0.00241787,0.00241723,0.00242150,0.00242577,0.00243027,0.00243267,0.00243543,0.00243830,0.00244080,0.00244090,0.00244033,0.00243957,0.00243920,0.00244053,0.00244103,0.00244190,0.00244103,0.00243927,0.00243713,0.00243333,0.00243017,0.00242437,0.00241843,0.00241060,0.00240497,0.00239960,0.00239763,0.00239863,0.00240150,0.00240320,0.00240257,0.00240103,0.00239830,0.00239700,0.00239603,0.00239633,0.00239600,0.00239943,0.00240590,0.00241493,0.00242430,0.00243200,0.00243593,0.00243587,0.00243650,0.00243747,0.00243673,0.00243437,0.00243363,0.00243323,0.00243457,0.00243583,0.00243860,0.00244090,0.00244093,0.00244147,0.00244097,0.00244013,0.00243880,0.00243857,0.00243777,0.00243760,0.00243560,0.00243433,0.00243190,0.00242777,0.00242403,0.00241927,0.00241710,0.00241693,0.00241407,0.00240860,0.00240073,0.00239673,0.00239250,0.00239407,0.00239133,0.00238743,0.00238153,0.00237873,0.00238037,0.00237943
0.00266780,0.00266460,0.00265990,0.00265353,0.00264760,0.00264433,0.00264400,0.00264803,0.00264847,0.00265160,0.00265083,0.00265593,0.00266107,0.00266647,0.00266937,0.00267267,0.00267610,0.00267910,0.00267923,0.00267857,0.00267763,0.00267717,0.00267877,0.00267937,0.00268040,0.00267937,0.00267723,0.00267470,0.00267013,0.00266637,0.00265937,0.00265223,0.00264280,0.00263603,0.00262963,0.00262730,0.00262853,0.00263193,0.00263397,0.00263320,0.00263137,0.00262810,0.00262653,0.00262540,0.00262573,0.00262533,0.00262943,0.00263723,0.00264810,0.00265937,0.00266860,0.00267330,0.00267323,0.00267397,0.00267517,0.00267427,0.00267143,0.00267053,0.00267003,0.00267167,0.00267320,0.00267657,0.00267933,0.00267937,0.00268000,0.00267940,0.00267840,0.00267680,0.00267650,0.00267553,0.00267533,0.00267293,0.00267143,0.00266850,0.00266357,0.00265910,0.00265340,0.00265080,0.00265057,0.00264710,0.00264053,0.00263113,0.00262637,0.00262130,0.00262317,0.00261990,0.00261520,0.00260813,0.00260477,0.00260673,0.00260560
0.00291857,0.00291473,0.00290907,0.00290143,0.00289430,0.00289040,0.00289000,0.00289483,0.00289537,0.00289910,0.00289817,0.00290423,0.00291037,0.00291680,0.00292027,0.00292423,0.00292837,0.00293197,0.00293210,0.00293130,0.00293017,0.00292963,0.00293153,0.00293227,0.00293350,0.00293227,0.00292973,0.00292670,0.00292127,0.00291670,0.00290833,0.00289977,0.00288850,0.00288040,0.00287273,0.00286993,0.00287140,0.00287550,0.00287797,0.00287707,0.00287487,0.00287097,0.00286910,0.00286773,0.00286813,0.00286767,0.00287257,0.00288190,0.00289490,0.00290840,0.00291947,0.00292510,0.00292503,0.00292593,0.00292733,0.00292627,0.00292287,0.00292180,0.00292120,0.00292313,0.00292497,0.00292900,0.00293230,0.00293237,0.00293313,0.00293247,0.00293127,0.00292937,0.00292900,0.00292787,0.00292760,0.00292473,0.00292293,0.00291943,0.00291350,0.00290813,0.00290130,0.00289820,0.00289793,0.00289383,0.00288600,0.00287477,0.00286903,0.00286297,0.00286517,0.00286127,0.00285567,0.00284727,0.00284327,0.00284560,0.00284423
0.00319143,0.00318683,0.00318007,0.00317097,0.00316243,0.00315773,0.00315723,0.00316300,0.00316363,0.00316810,0.00316697,0.00317423,0.00318153,0.00318923,0.00319333,0.00319807,0.00320303,0.00320737,0.00320757,0.00320657,0.00320520,0.00320453,0.00320683,0.00320773,0.00320923,0.00320777,0.00320470,0.00320103,0.00319450,0.00318907,0.00317907,0.00316883,0.00315537,0.00314570,0.00313657,0.00313323,0.00313497,0.00313987,0.00314280,0.00314173,0.00313910,0.00313443,0.00313220,0.00313057,0.00313103,0.00313047,0.00313633,0.00314750,0.00316307,0.00317920,0.00319247,0.00319923,0.00319913,0.00320020,0.00320187,0.00320060,0.00319653,0.00319523,0.00319453,0.00319683,0.00319907,0.00320387,0.00320783,0.00320787,0.00320880,0.00320800,0.00320663,0.00320440,0.00320397,0.00320257,0.00320223,0.00319880,0.00319667,0.00319247,0.00318537,0.00317893,0.00317080,0.00316710,0.00316680,0.00316187,0.00315253,0.00313913,0.00313230,0.00312503,0.00312767,0.00312303,0.00311637,0.00310633,0.00310157,0.00310437,0.00310273
0.00350550,0.00349997,0.00349183,0.00348087,0.00347063,0.00346500,0.00346440,0.00347130,0.00347200,0.00347733,0.00347597,0.00348470,0.00349347,0.00350270,0.00350767,0.00351337,0.00351933,0.00352450,0.00352473,0.00352353,0.00352193,0.00352113,0.00352390,0.00352497,0.00352677,0.00352500,0.00352130,0.00351690,0.00350903,0.00350250,0.00349047,0.00347820,0.00346203,0.00345043,0.00343947,0.00343547,0.00343757,0.00344343,0.00344693,0.00344563,0.00344250,0.00343693,0.00343427,0.00343230,0.00343287,0.00343220,0.00343923,0.00345263,0.00347133,0.00349073,0.00350667,0.00351480,0.00351470,0.00351600,0.00351800,0.00351650,0.00351160,0.00351007,0.00350920,0.00351200,0.00351467,0.00352047,0.00352523,0.00352530,0.00352640,0.00352543,0.00352377,0.00352107,0.00352057,0.00351890,0.00351853,0.00351440,0.00351183,0.00350677,0.00349823,0.00349050,0.00348073,0.00347630,0.00347597,0.00347007,0.00345887,0.00344277,0.00343457,0.00342587,0.00342903,0.00342350,0.00341550,0.00340350,0.00339780,0.00340113,0.00339913
0.00383130,0.00382467,0.00381493,0.00380183,0.00378960,0.00378283,0.00378207,0.00379027,0.00379110,0.00379747,0.00379583,0.00380627,0.00381673,0.00382777,0.00383367,0.00384050,0.00384763,0.00385383,0.00385410,0.00385270,0.00385077,0.00384983,0.00385313,0.00385443,0.00385657,0.00385447,0.00385007,0.00384483,0.00383540,0.00382757,0.00381317,0.00379850,0.00377917,0.00376530,0.00375220,0.00374743,0.00374993,0.00375693,0.00376113,0.00375963,0.00375590,0.00374923,0.00374603,0.00374367,0.00374437,0.00374357,0.00375200,0.00376797,0.00379030,0.00381350,0.00383260,0.00384233,0.00384220,0.00384373,0.00384613,0.00384433,0.00383850,0.00383667,0.00383563,0.00383897,0.00384217,0.00384910,0.00385480,0.00385487,0.00385623,0.00385510,0.00385313,0.00384990,0.00384930,0.00384730,0.00384683,0.00384187,0.00383880,0.00383277,0.00382260,0.00381337,0.00380170,0.00379640,0.00379600,0.00378897,0.00377560,0.00375637,0.00374660,0.00373620,0.00374000,0.00373340,0.00372390,0.00370960,0.00370280,0.00370680,0.00370443
0.00417037,0.00416247,0.00415087,0.00413523,0.00412063,0.00411257,0.00411167,0.00412143,0.00412240,0.00412997,0.00412803,0.00414043,0.00415290,0.00416600,0.00417303,0.00418113,0.00418963,0.00419703,0.00419737,0.00419570,0.00419340,0.00419230,0.00419623,0.00419777,0.00420030,0.00419777,0.00419250,0.00418627,0.00417507,0.00416577,0.00414860,0.00413113,0.00410813,0.00409167,0.00407607,0.00407037,0.00407333,0.00408170,0.00408673,0.00408493,0.00408047,0.00407253,0.00406873,0.00406593,0.00406677,0.00406583,0.00407587,0.00409487,0.00412147,0.00414910,0.00417187,0.00418343,0.00418330,0.00418510,0.00418800,0.00418583,0.00417890,0.00417667,0.00417543,0.00417940,0.00418323,0.00419150,0.00419830,0.00419840,0.00420003,0.00419867,0.00419630,0.00419247,0.00419177,0.00418943,0.00418890,0.00418300,0.00417930,0.00417210,0.00416000,0.00414903,0.00413513,0.00412883,0.00412837,0.00412000,0.00410410,0.00408127,0.00406967,0.00405733,0.00406183,0.00405400,0.00404270,0.00402570,0.00401763,0.00402240,0.00401960
