9.60927e-22,9.81903e-22,9.92298e-22,9.95573e-22,6.64926e-22,3.44782e-22,8.52337e-24,5.60213e-24,2.75953e-24,3.78067e-26,2.41487e-24,4.67747e-24,6.91927e-24,6.75424e-24,6.58039e-24,2.47134e-22,4.94425e-22,7.64920e-22,8.05322e-22,8.39982e-22,8.61344e-22,9.13181e-22,9.93964e-22,1.07875e-21,1.12188e-21,1.17092e-21,1.21729e-21,1.25584e-21,1.25233e-21,1.17520e-21,1.11068e-21,1.09616e-21,1.17806e-21,4.21905e-20,8.87879e-20,1.34946e-19,1.38670e-19,1.36840e-19,1.34547e-19,1.33754e-19,1.34626e-19,1.39654e-19,1.45200e-19,1.44015e-19,1.36779e-19,1.24959e-19,1.13256e-19,1.03717e-19,1.00399e-19,1.03852e-19,3.44243e-18,6.72175e-18,6.71781e-18,3.37725e-18,9.34344e-20,9.19644e-20,2.69280e-18,2.69349e-18,2.69124e-18,8.60919e-20,8.01907e-20,7.31426e-20,6.91074e-20,6.76349e-20,6.83261e-20,6.67979e-20,6.14971e-20,5.61945e-20,1.43431e-18,1.43389e-18,1.43462e-18,5.32580e-20,1.72263e-18,3.60364e-18,5.67862e-18,1.72562e-16,3.69270e-16,5.85889e-16,6.42916e-16,7.04729e-16,1.98036e-14,3.87331e-14,5.76710e-14,5.95062e-14,6.17180e-14,6.26902e-14,6.17079e-14
8.75703e-20,8.94374e-20,9.03247e-20,9.05989e-20,6.05558e-20,3.14839e-20,9.50978e-22,6.25470e-22,3.08594e-22,5.24443e-24,2.66086e-22,5.12604e-22,7.54189e-22,7.29812e-22,7.05700e-22,2.16949e-20,4.31956e-20,6.66644e-20,6.99822e-20,7.27790e-20,7.43522e-20,7.84672e-20,8.49844e-20,9.17931e-20,9.50654e-20,9.87582e-20,1.02366e-19,1.05355e-19,1.05007e-19,9.84668e-20,9.29931e-20,9.17525e-20,9.86494e-20,2.94878e-18,6.18275e-18,9.37977e-18,9.62641e-18,9.48311e-18,9.31271e-18,9.24630e-18,9.30767e-18,9.66316e-18,1.00713e-17,1.00174e-17,9.55228e-18,8.76199e-18,7.96973e-18,7.31282e-18,7.08426e-18,7.33082e-18,2.03106e-16,3.95518e-16,3.95248e-16,1.99347e-16,6.63510e-18,6.53841e-18,1.60122e-16,1.60172e-16,1.60009e-16,6.11778e-18,5.68874e-18,5.17653e-18,4.87865e-18,4.76258e-18,4.80402e-18,4.69355e-18,4.32462e-18,3.95777e-18,8.47422e-17,8.47180e-17,8.47742e-17,3.77567e-18,1.02186e-16,2.13270e-16,3.35787e-16,8.62440e-15,1.84101e-14,2.92093e-14,3.21247e-14,3.52701e-14,8.43430e-13,1.64525e-12,2.44717e-12,2.52716e-12,2.62056e-12,2.66096e-12,2.61726e-12
6.86881e-18,7.01198e-18,7.07716e-18,7.09684e-18,4.74803e-18,2.47641e-18,9.07155e-20,5.97116e-20,2.95176e-20,6.18093e-22,2.51033e-20,4.80885e-20,7.03811e-20,6.75500e-20,6.48555e-20,1.64454e-18,3.25741e-18,5.01460e-18,5.24984e-18,5.44456e-18,5.54282e-18,5.82457e-18,6.27897e-18,6.75162e-18,6.96492e-18,7.20385e-18,7.44622e-18,7.64634e-18,7.61738e-18,7.13792e-18,6.73646e-18,6.64482e-18,7.14703e-18,1.79498e-16,3.74819e-16,5.67532e-16,5.81763e-16,5.72180e-16,5.61248e-16,5.56593e-16,5.60343e-16,5.82180e-16,6.08141e-16,6.06471e-16,5.80467e-16,5.34435e-16,4.87720e-16,4.48329e-16,4.34619e-16,4.49907e-16,1.04880e-14,2.03584e-14,2.03423e-14,1.02973e-14,4.09470e-16,4.03943e-16,8.32861e-15,8.33167e-15,8.32153e-15,3.77763e-16,3.50711e-16,3.18434e-16,2.99406e-16,2.91590e-16,2.93714e-16,2.86785e-16,2.64444e-16,2.42353e-16,4.38167e-15,4.38049e-15,4.38424e-15,2.32614e-16,5.30219e-15,1.10344e-14,1.73558e-14,3.79094e-13,8.06811e-13,1.27975e-12,1.41038e-12,1.55076e-12,3.17464e-11,6.17322e-11,9.17108e-11,9.47799e-11,9.82647e-11,9.97501e-11,9.80440e-11
4.63616e-16,4.73075e-16,4.77196e-16,4.78409e-16,3.20447e-16,1.67757e-16,7.39670e-18,4.87311e-18,2.41451e-18,6.17857e-20,2.02747e-18,3.86109e-18,5.62212e-18,5.35475e-18,5.10690e-18,1.07639e-16,2.12009e-16,3.25529e-16,3.39933e-16,3.51637e-16,3.56821e-16,3.73466e-16,4.00856e-16,4.29232e-16,4.41175e-16,4.54456e-16,4.68525e-16,4.80099e-16,4.78058e-16,4.47667e-16,4.22213e-16,4.16361e-16,4.47981e-16,9.51682e-15,1.97824e-14,2.98921e-14,3.06078e-14,3.00588e-14,2.94526e-14,2.91765e-14,2.93754e-14,3.05410e-14,3.19690e-14,3.19582e-14,3.06928e-14,2.83561e-14,2.59561e-14,2.38992e-14,2.31830e-14,2.40062e-14,4.74019e-13,9.16694e-13,9.15856e-13,4.65513e-13,2.19594e-14,2.16844e-14,3.78953e-13,3.79118e-13,3.78567e-13,2.02689e-14,1.87897e-14,1.70259e-14,1.59738e-14,1.55226e-14,1.56154e-14,1.52383e-14,1.40610e-14,1.29032e-14,1.98289e-13,1.98242e-13,1.98456e-13,1.24541e-14,2.40665e-13,4.99118e-13,7.84122e-13,1.46562e-11,3.10810e-11,4.92745e-11,5.44052e-11,5.98993e-11,1.05606e-09,2.04604e-09,3.03538e-09,3.13906e-09,3.25394e-09,3.30225e-09,3.24377e-09
2.69645e-14,2.75037e-14,2.77284e-14,2.77928e-14,1.86423e-14,9.80171e-15,5.16269e-16,3.40482e-16,1.69160e-16,5.25040e-18,1.40405e-16,2.65735e-16,3.85001e-16,3.64090e-16,3.45078e-16,6.09253e-15,1.19272e-14,1.82643e-14,1.90277e-14,1.96361e-14,1.98659e-14,2.07162e-14,2.21466e-14,2.36230e-14,2.41984e-14,2.48332e-14,2.55402e-14,2.61198e-14,2.59976e-14,2.43297e-14,2.29322e-14,2.26085e-14,2.43330e-14,4.40184e-13,9.10405e-13,1.37265e-12,1.40409e-12,1.37702e-12,1.34791e-12,1.33393e-12,1.34312e-12,1.39727e-12,1.46536e-12,1.46808e-12,1.41435e-12,1.31077e-12,1.20314e-12,1.10946e-12,1.07682e-12,1.11538e-12,1.87802e-11,3.61621e-11,3.61241e-11,1.84456e-11,1.02496e-12,1.01304e-12,1.51061e-11,1.51138e-11,1.50878e-11,9.46463e-13,8.76198e-13,7.92477e-13,7.42032e-13,7.19625e-13,7.23059e-13,7.05232e-13,6.51159e-13,5.98248e-13,7.86602e-12,7.86444e-12,7.87502e-12,5.80366e-13,9.57053e-12,1.97676e-11,3.10123e-11,4.99099e-10,1.05401e-09,1.66965e-09,1.84654e-09,2.03539e-09,3.10899e-08,5.99819e-08,8.88416e-08,9.19292e-08,9.52803e-08,9.66727e-08,9.49099e-08
1.35101e-12,1.37751e-12,1.38809e-12,1.39103e-12,9.34604e-13,4.93842e-13,3.08360e-14,2.03606e-14,1.01477e-14,3.79109e-16,8.33541e-15,1.56730e-14,2.25960e-14,2.12292e-14,2.00050e-14,2.98184e-13,5.79914e-13,8.85532e-13,9.20566e-13,9.47938e-13,9.56414e-13,9.94000e-13,1.05876e-12,1.12536e-12,1.14922e-12,1.17532e-12,1.20611e-12,1.23126e-12,1.22502e-12,1.14577e-12,1.07934e-12,1.06384e-12,1.14529e-12,1.77619e-11,3.65324e-11,5.49533e-11,5.61601e-11,5.50093e-11,5.37982e-11,5.31916e-11,5.35609e-11,5.57508e-11,5.85666e-11,5.87909e-11,5.67983e-11,5.27868e-11,4.85720e-11,4.48499e-11,4.35525e-11,4.51235e-11,6.52240e-10,1.24975e-09,1.24824e-09,6.40634e-10,4.16358e-11,4.11846e-11,5.27555e-10,5.27870e-10,5.26801e-10,3.84603e-11,3.55615e-11,3.21098e-11,3.00120e-11,2.90529e-11,2.91599e-11,2.84275e-11,2.62627e-11,2.41544e-11,2.73539e-10,2.73498e-10,2.73949e-10,2.35395e-11,3.33450e-10,6.85474e-10,1.07368e-09,1.49707e-08,3.14637e-08,4.97869e-08,5.51397e-08,6.08405e-08,8.09970e-07,1.55525e-06,2.29931e-06,2.38037e-06,2.46685e-06,2.50242e-06,2.45569e-06
5.83225e-11,5.94472e-11,5.98773e-11,5.99932e-11,4.03865e-11,2.14609e-11,1.57646e-12,1.04233e-12,5.21398e-13,2.32661e-14,4.24366e-13,7.92411e-13,1.13691e-12,1.06179e-12,9.95298e-13,1.26239e-11,2.43765e-11,3.71139e-11,3.85075e-11,3.95751e-11,3.98308e-11,4.12712e-11,4.38155e-11,4.64243e-11,4.72762e-11,4.82009e-11,4.93651e-11,5.03123e-11,5.00389e-11,4.67771e-11,4.40420e-11,4.33998e-11,4.67333e-11,6.25562e-10,1.27884e-09,1.91892e-09,1.95945e-09,1.91718e-09,1.87347e-09,1.85083e-09,1.86377e-09,1.94090e-09,2.04197e-09,2.05336e-09,1.98867e-09,1.85281e-09,1.70859e-09,1.57953e-09,1.53451e-09,1.59020e-09,1.98661e-08,3.78543e-08,3.78024e-08,1.95109e-08,1.47257e-09,1.45765e-09,1.61482e-08,1.61593e-08,1.61212e-08,1.36065e-09,1.25673e-09,1.13307e-09,1.05736e-09,1.02192e-09,1.02470e-09,9.98541e-10,9.22963e-10,8.49661e-10,8.34264e-09,8.34191e-09,8.35848e-09,8.31372e-10,1.01835e-08,2.08210e-08,3.25535e-08,3.95703e-07,8.27102e-07,1.30693e-06,1.44918e-06,1.60037e-06,1.86809e-05,3.56788e-05,5.26384e-05,5.45152e-05,5.64905e-05,5.72966e-05,5.62066e-05
2.17124e-09,2.21247e-09,2.22762e-09,2.23157e-09,1.50562e-09,8.05186e-10,6.90478e-11,4.57233e-11,2.29680e-11,1.21488e-12,1.85464e-11,3.43768e-11,4.90868e-11,4.55986e-11,4.25410e-11,4.62784e-10,8.86781e-10,1.34601e-09,1.39416e-09,1.43034e-09,1.43644e-09,1.48441e-09,1.57135e-09,1.66024e-09,1.68653e-09,1.71483e-09,1.75314e-09,1.78419e-09,1.77391e-09,1.65750e-09,1.55986e-09,1.53678e-09,1.65513e-09,1.92522e-08,3.90969e-08,5.85115e-08,5.97047e-08,5.83612e-08,5.69906e-08,5.62622e-08,5.66573e-08,5.90261e-08,6.21799e-08,6.26205e-08,6.07772e-08,5.67464e-08,5.24275e-08,4.85163e-08,4.71512e-08,4.88716e-08,5.31248e-07,1.00602e-06,1.00445e-06,5.21646e-07,4.53963e-08,4.49633e-08,4.33708e-07,4.34052e-07,4.32866e-07,4.19553e-08,3.87145e-08,3.48602e-08,3.24861e-08,3.13535e-08,3.14126e-08,3.05994e-08,2.82955e-08,2.60692e-08,2.23406e-07,2.23403e-07,2.23930e-07,2.55965e-08,2.72908e-07,5.54565e-07,8.65285e-07,9.22609e-06,1.91663e-05,3.02330e-05,3.35553e-05,3.70809e-05,0.000381776,0.000724851,0.00106692,0.00110527,0.00114525,0.00116146,0.00113906
6.97874e-08,7.10953e-08,7.15580e-08,7.16747e-08,4.84815e-08,2.61121e-08,2.59408e-09,1.72078e-09,8.68512e-10,5.40356e-11,6.96723e-10,1.28133e-09,1.82098e-09,1.68360e-09,1.56413e-09,1.47101e-08,2.79557e-08,4.22967e-08,4.37449e-08,4.48131e-08,4.49198e-08,4.63128e-08,4.89019e-08,5.15432e-08,5.22478e-08,5.29990e-08,5.41001e-08,5.49890e-08,5.46567e-08,5.10487e-08,4.80219e-08,4.73022e-08,5.09530e-08,5.18484e-07,1.04538e-06,1.56013e-06,1.59099e-06,1.55394e-06,1.51656e-06,1.49629e-06,1.50683e-06,1.57036e-06,1.65604e-06,1.66986e-06,1.62360e-06,1.51862e-06,1.40524e-06,1.30149e-06,1.26526e-06,1.31163e-06,1.24893e-05,2.34891e-05,2.34477e-05,1.22596e-05,1.22149e-06,1.21044e-06,1.02342e-05,1.02434e-05,1.02113e-05,1.12909e-06,1.04105e-06,9.36399e-07,8.71622e-07,8.40249e-07,8.41246e-07,8.19211e-07,7.57802e-07,6.98646e-07,5.26002e-06,5.26036e-06,5.27491e-06,6.87961e-07,6.42643e-06,1.29696e-05,2.01901e-05,0.000189992,0.000392005,0.000617072,0.000685357,0.000757739,0.00692166,0.0130564,0.0191687,0.0198611,0.0205785,0.0208683,0.0204627
1.93663e-06,1.97252e-06,1.98479e-06,1.98780e-06,1.34843e-06,7.31984e-07,8.35971e-08,5.55619e-08,2.81934e-08,2.04732e-09,2.25000e-08,4.10373e-08,5.80474e-08,5.34507e-08,4.94782e-08,4.05488e-07,7.63848e-07,1.15183e-06,1.18979e-06,1.21732e-06,1.21831e-06,1.25367e-06,1.32098e-06,1.38952e-06,1.40601e-06,1.42341e-06,1.45112e-06,1.47341e-06,1.46415e-06,1.36702e-06,1.28552e-06,1.26603e-06,1.36391e-06,1.22232e-05,2.44545e-05,3.63885e-05,3.70905e-05,3.62036e-05,3.53161e-05,3.48276e-05,3.50735e-05,3.65620e-05,3.85897e-05,3.89502e-05,3.79245e-05,3.55227e-05,3.29110e-05,3.05014e-05,2.96596e-05,3.07503e-05,0.000258202,0.000481976,0.000481017,0.000253340,2.86949e-05,2.84465e-05,0.000212229,0.000212446,0.000211687,2.65275e-05,2.44438e-05,2.19677e-05,2.04293e-05,1.96756e-05,1.96880e-05,1.91676e-05,1.77358e-05,1.63600e-05,0.000108923,0.000108938,0.000109287,1.61466e-05,0.000133012,0.000266410,0.000413675,0.00345650,0.00707839,0.0111155,0.0123508,0.0136593,0.0186158,0.0295537,0.0392706,0.112949,0.138176,0.140152,0.0740899
