-0.0400000,0.108370,0.0200893
17.9500,0.135730,0.0328802
18.9600,0.135680,0.0326414
0.980000,0.108800,0.0202393
19.9700,0.134740,0.0320212
20.9900,0.133750,0.0314883
22.0000,0.135450,0.0331151
22.9900,0.133170,0.0315004
23.9900,0.133130,0.0325319
24.9900,0.129870,0.0305900
26.0000,0.127560,0.0299189
10.0100,0.136690,0.0330479
27.0000,0.125390,0.0294796
28.0200,0.123860,0.0292292
28.9900,0.121880,0.0287857
2.02000,0.111970,0.0218626
30.0200,0.122260,0.0292916
31.0100,0.122450,0.0292567
32.0200,0.122170,0.0302654
33.0100,0.121780,0.0289374
34.0300,0.122270,0.0293681
35.0100,0.123210,0.0286987
10.9900,0.140530,0.0330481
36.0100,0.128820,0.0285344
37.0100,0.128010,0.0275804
38.0000,0.128450,0.0281687
38.9900,0.123690,0.0264198
2.98000,0.114960,0.0231572
40.0100,0.123020,0.0268261
41.0000,0.121540,0.0257531
41.9800,0.119630,0.0262623
42.9900,0.119510,0.0245447
44.0200,0.118310,0.0247731
11.9900,0.139430,0.0335344
45.0000,0.120790,0.0234041
45.9800,0.120910,0.0227433
46.9900,0.121750,0.0226942
47.9900,0.124790,0.0226555
49.0200,0.123330,0.0223145
3.98000,0.116130,0.0251244
50.0500,0.123380,0.0216927
50.9800,0.122540,0.0214749
51.9700,0.117920,0.0202295
52.9700,0.118980,0.0201948
13.0300,0.139570,0.0342160
54.0000,0.118840,0.0202229
55.0100,0.117450,0.0193847
56.0000,0.114940,0.0193590
57.0100,0.116790,0.0190606
58.0000,0.115420,0.0190751
59.0300,0.115580,0.0185991
5.06000,0.122110,0.0265322
60.0100,0.117680,0.0187218
60.9900,0.116110,0.0188689
61.9800,0.114910,0.0172332
13.9700,0.138880,0.0341533
62.9900,0.113680,0.0172130
64.0300,0.113910,0.0170265
65.0400,0.112550,0.0158748
66.0100,0.111710,0.0158477
66.9700,0.113240,0.0152137
67.9500,0.114240,0.0148720
68.9600,0.115210,0.0137305
6.00000,0.124830,0.0283540
69.9700,0.116800,0.0136486
70.9800,0.121010,0.0133612
14.9900,0.137240,0.0321961
72.0000,0.121220,0.0125966
72.9900,0.125990,0.0127230
74.0100,0.131410,0.0120246
75.0000,0.137660,0.0122538
75.9600,0.146870,0.0117759
76.9200,0.148260,0.0111988
77.9300,0.159270,0.0113109
78.9200,0.167200,0.0110236
6.95000,0.132610,0.0300537
79.9700,0.171060,0.0109337
16.0000,0.135810,0.0328575
81.0400,0.176530,0.0113376
82.0400,0.179510,0.0106332
82.9800,0.176290,0.0104279
83.9400,0.189520,0.0113122
85.0200,0.188340,0.0101936
85.9900,0.184210,0.0113594
86.8500,0.180880,0.00969713
87.8700,0.192540,0.0103401
88.8800,0.186740,0.0101973
7.97000,0.134000,0.0309376
16.9900,0.135440,0.0318080
9.06000,0.138730,0.0323530
-1.00000,0.108950,0.0203489
