1.41300e-06,1.41447e-06,1.41553e-06,1.41620e-06,1.41577e-06,1.41503e-06,1.41490e-06,1.41407e-06,1.41330e-06,1.41083e-06,1.40833e-06,1.40607e-06,1.40373e-06,1.40180e-06,1.40003e-06,1.39917e-06,1.39847e-06,1.39813e-06,1.39787e-06,1.39833e-06,1.39903e-06,1.39970e-06,1.40027e-06,1.40047e-06,1.40050e-06,1.40030e-06,1.40030e-06,1.40030e-06,1.40040e-06,1.40023e-06,1.40003e-06,1.39947e-06,1.39853e-06,1.39767e-06,1.39623e-06,1.39590e-06,1.39743e-06,1.40027e-06,1.40317e-06,1.40307e-06,1.40300e-06,1.40220e-06,1.40217e-06,1.40160e-06,1.40177e-06,1.40253e-06,1.40367e-06,1.40447e-06,1.40523e-06,1.40513e-06,1.40410e-06,1.40327e-06,1.40287e-06,1.40303e-06,1.40283e-06,1.40337e-06,1.40330e-06,1.40327e-06,1.40260e-06,1.40210e-06,1.40103e-06,1.40030e-06,1.39973e-06,1.39937e-06,1.39893e-06,1.39780e-06,1.39747e-06,1.39590e-06,1.39473e-06,1.39287e-06,1.39087e-06,1.38953e-06,1.38830e-06,1.38743e-06,1.38587e-06,1.38430e-06,1.38333e-06,1.38120e-06,1.37880e-06,1.37610e-06,1.37513e-06,1.37420e-06,1.37240e-06,1.37070e-06,1.37097e-06,1.37100e-06,1.37407e-06,1.37343e-06,1.37390e-06,1.37050e-06,1.36933e-06
1.72803e-06,1.73000e-06,1.73147e-06,1.73237e-06,1.73180e-06,1.73080e-06,1.73063e-06,1.72953e-06,1.72850e-06,1.72517e-06,1.72180e-06,1.71877e-06,1.71563e-06,1.71307e-06,1.71070e-06,1.70953e-06,1.70860e-06,1.70817e-06,1.70783e-06,1.70843e-06,1.70937e-06,1.71023e-06,1.71100e-06,1.71123e-06,1.71130e-06,1.71103e-06,1.71107e-06,1.71107e-06,1.71120e-06,1.71097e-06,1.71067e-06,1.70990e-06,1.70863e-06,1.70750e-06,1.70557e-06,1.70513e-06,1.70720e-06,1.71103e-06,1.71493e-06,1.71477e-06,1.71467e-06,1.71360e-06,1.71357e-06,1.71280e-06,1.71300e-06,1.71407e-06,1.71560e-06,1.71670e-06,1.71770e-06,1.71757e-06,1.71620e-06,1.71513e-06,1.71460e-06,1.71480e-06,1.71450e-06,1.71523e-06,1.71517e-06,1.71513e-06,1.71423e-06,1.71357e-06,1.71217e-06,1.71120e-06,1.71043e-06,1.70990e-06,1.70930e-06,1.70780e-06,1.70740e-06,1.70530e-06,1.70377e-06,1.70123e-06,1.69857e-06,1.69677e-06,1.69513e-06,1.69397e-06,1.69187e-06,1.68977e-06,1.68850e-06,1.68563e-06,1.68243e-06,1.67880e-06,1.67753e-06,1.67630e-06,1.67393e-06,1.67163e-06,1.67197e-06,1.67200e-06,1.67613e-06,1.67527e-06,1.67590e-06,1.67133e-06,1.66980e-06
2.10980e-06,2.11243e-06,2.11437e-06,2.11557e-06,2.11477e-06,2.11347e-06,2.11323e-06,2.11180e-06,2.11043e-06,2.10600e-06,2.10150e-06,2.09740e-06,2.09320e-06,2.08977e-06,2.08663e-06,2.08507e-06,2.08380e-06,2.08320e-06,2.08280e-06,2.08363e-06,2.08487e-06,2.08600e-06,2.08703e-06,2.08737e-06,2.08743e-06,2.08703e-06,2.08707e-06,2.08710e-06,2.08727e-06,2.08697e-06,2.08657e-06,2.08560e-06,2.08390e-06,2.08237e-06,2.07977e-06,2.07920e-06,2.08197e-06,2.08707e-06,2.09230e-06,2.09210e-06,2.09197e-06,2.09050e-06,2.09047e-06,2.08947e-06,2.08980e-06,2.09120e-06,2.09327e-06,2.09473e-06,2.09610e-06,2.09593e-06,2.09410e-06,2.09263e-06,2.09190e-06,2.09217e-06,2.09183e-06,2.09283e-06,2.09273e-06,2.09267e-06,2.09147e-06,2.09057e-06,2.08867e-06,2.08737e-06,2.08637e-06,2.08570e-06,2.08490e-06,2.08290e-06,2.08237e-06,2.07960e-06,2.07753e-06,2.07417e-06,2.07060e-06,2.06823e-06,2.06603e-06,2.06447e-06,2.06167e-06,2.05887e-06,2.05717e-06,2.05333e-06,2.04910e-06,2.04427e-06,2.04260e-06,2.04093e-06,2.03777e-06,2.03467e-06,2.03507e-06,2.03513e-06,2.04063e-06,2.03953e-06,2.04037e-06,2.03427e-06,2.03217e-06
2.57087e-06,2.57440e-06,2.57700e-06,2.57860e-06,2.57753e-06,2.57577e-06,2.57550e-06,2.57360e-06,2.57180e-06,2.56587e-06,2.55987e-06,2.55443e-06,2.54887e-06,2.54430e-06,2.54010e-06,2.53800e-06,2.53630e-06,2.53550e-06,2.53493e-06,2.53603e-06,2.53770e-06,2.53923e-06,2.54060e-06,2.54103e-06,2.54110e-06,2.54057e-06,2.54060e-06,2.54063e-06,2.54087e-06,2.54047e-06,2.53993e-06,2.53863e-06,2.53637e-06,2.53433e-06,2.53087e-06,2.53010e-06,2.53380e-06,2.54060e-06,2.54757e-06,2.54730e-06,2.54713e-06,2.54523e-06,2.54520e-06,2.54390e-06,2.54430e-06,2.54620e-06,2.54893e-06,2.55090e-06,2.55270e-06,2.55250e-06,2.55007e-06,2.54813e-06,2.54717e-06,2.54753e-06,2.54707e-06,2.54840e-06,2.54827e-06,2.54817e-06,2.54657e-06,2.54540e-06,2.54293e-06,2.54120e-06,2.53987e-06,2.53893e-06,2.53790e-06,2.53520e-06,2.53450e-06,2.53077e-06,2.52807e-06,2.52357e-06,2.51883e-06,2.51567e-06,2.51277e-06,2.51073e-06,2.50700e-06,2.50330e-06,2.50100e-06,2.49590e-06,2.49023e-06,2.48380e-06,2.48157e-06,2.47937e-06,2.47517e-06,2.47107e-06,2.47160e-06,2.47167e-06,2.47900e-06,2.47750e-06,2.47863e-06,2.47053e-06,2.46780e-06
3.12103e-06,3.12570e-06,3.12913e-06,3.13127e-06,3.12987e-06,3.12753e-06,3.12713e-06,3.12460e-06,3.12220e-06,3.11437e-06,3.10640e-06,3.09917e-06,3.09173e-06,3.08567e-06,3.08010e-06,3.07733e-06,3.07507e-06,3.07403e-06,3.07330e-06,3.07473e-06,3.07690e-06,3.07890e-06,3.08073e-06,3.08133e-06,3.08143e-06,3.08073e-06,3.08077e-06,3.08083e-06,3.08113e-06,3.08057e-06,3.07983e-06,3.07810e-06,3.07513e-06,3.07243e-06,3.06783e-06,3.06683e-06,3.07173e-06,3.08080e-06,3.09003e-06,3.08973e-06,3.08953e-06,3.08700e-06,3.08697e-06,3.08523e-06,3.08583e-06,3.08833e-06,3.09197e-06,3.09457e-06,3.09700e-06,3.09677e-06,3.09353e-06,3.09097e-06,3.08967e-06,3.09017e-06,3.08953e-06,3.09133e-06,3.09117e-06,3.09107e-06,3.08893e-06,3.08740e-06,3.08410e-06,3.08177e-06,3.07997e-06,3.07873e-06,3.07737e-06,3.07383e-06,3.07290e-06,3.06800e-06,3.06437e-06,3.05843e-06,3.05213e-06,3.04797e-06,3.04410e-06,3.04140e-06,3.03647e-06,3.03157e-06,3.02853e-06,3.02177e-06,3.01427e-06,3.00577e-06,3.00280e-06,2.99990e-06,2.99433e-06,2.98890e-06,2.98960e-06,2.98967e-06,2.99937e-06,2.99737e-06,2.99887e-06,2.98813e-06,2.98450e-06
3.77507e-06,3.78127e-06,3.78583e-06,3.78867e-06,3.78683e-06,3.78373e-06,3.78323e-06,3.77987e-06,3.77673e-06,3.76633e-06,3.75577e-06,3.74617e-06,3.73637e-06,3.72833e-06,3.72093e-06,3.71723e-06,3.71427e-06,3.71293e-06,3.71197e-06,3.71387e-06,3.71673e-06,3.71937e-06,3.72177e-06,3.72253e-06,3.72270e-06,3.72180e-06,3.72183e-06,3.72187e-06,3.72227e-06,3.72157e-06,3.72063e-06,3.71833e-06,3.71437e-06,3.71077e-06,3.70467e-06,3.70333e-06,3.70983e-06,3.72183e-06,3.73410e-06,3.73373e-06,3.73347e-06,3.73013e-06,3.73007e-06,3.72780e-06,3.72857e-06,3.73190e-06,3.73673e-06,3.74020e-06,3.74340e-06,3.74307e-06,3.73880e-06,3.73547e-06,3.73377e-06,3.73443e-06,3.73360e-06,3.73597e-06,3.73573e-06,3.73560e-06,3.73280e-06,3.73080e-06,3.72643e-06,3.72337e-06,3.72100e-06,3.71940e-06,3.71760e-06,3.71290e-06,3.71167e-06,3.70517e-06,3.70040e-06,3.69257e-06,3.68427e-06,3.67877e-06,3.67363e-06,3.67007e-06,3.66353e-06,3.65707e-06,3.65310e-06,3.64420e-06,3.63433e-06,3.62307e-06,3.61917e-06,3.61530e-06,3.60797e-06,3.60077e-06,3.60170e-06,3.60180e-06,3.61460e-06,3.61200e-06,3.61400e-06,3.59983e-06,3.59500e-06
4.56420e-06,4.57240e-06,4.57843e-06,4.58217e-06,4.57973e-06,4.57567e-06,4.57500e-06,4.57057e-06,4.56637e-06,4.55263e-06,4.53867e-06,4.52600e-06,4.51303e-06,4.50240e-06,4.49263e-06,4.48773e-06,4.48380e-06,4.48200e-06,4.48070e-06,4.48320e-06,4.48697e-06,4.49047e-06,4.49363e-06,4.49467e-06,4.49487e-06,4.49367e-06,4.49370e-06,4.49377e-06,4.49430e-06,4.49337e-06,4.49213e-06,4.48907e-06,4.48387e-06,4.47910e-06,4.47107e-06,4.46930e-06,4.47790e-06,4.49377e-06,4.51000e-06,4.50950e-06,4.50917e-06,4.50473e-06,4.50470e-06,4.50173e-06,4.50277e-06,4.50717e-06,4.51353e-06,4.51813e-06,4.52240e-06,4.52197e-06,4.51637e-06,4.51193e-06,4.50970e-06,4.51057e-06,4.50947e-06,4.51263e-06,4.51233e-06,4.51217e-06,4.50850e-06,4.50587e-06,4.50010e-06,4.49603e-06,4.49290e-06,4.49080e-06,4.48843e-06,4.48227e-06,4.48067e-06,4.47207e-06,4.46577e-06,4.45540e-06,4.44447e-06,4.43720e-06,4.43047e-06,4.42573e-06,4.41710e-06,4.40853e-06,4.40330e-06,4.39157e-06,4.37853e-06,4.36370e-06,4.35853e-06,4.35347e-06,4.34380e-06,4.33437e-06,4.33560e-06,4.33573e-06,4.35260e-06,4.34917e-06,4.35180e-06,4.33313e-06,4.32680e-06
5.57553e-06,5.58647e-06,5.59453e-06,5.59953e-06,5.59627e-06,5.59080e-06,5.58990e-06,5.58400e-06,5.57843e-06,5.56007e-06,5.54140e-06,5.52447e-06,5.50713e-06,5.49293e-06,5.47983e-06,5.47330e-06,5.46803e-06,5.46563e-06,5.46390e-06,5.46723e-06,5.47230e-06,5.47697e-06,5.48120e-06,5.48257e-06,5.48283e-06,5.48120e-06,5.48123e-06,5.48133e-06,5.48207e-06,5.48083e-06,5.47917e-06,5.47510e-06,5.46813e-06,5.46180e-06,5.45107e-06,5.44870e-06,5.46017e-06,5.48133e-06,5.50303e-06,5.50237e-06,5.50197e-06,5.49607e-06,5.49603e-06,5.49207e-06,5.49347e-06,5.49937e-06,5.50790e-06,5.51403e-06,5.51973e-06,5.51917e-06,5.51170e-06,5.50577e-06,5.50280e-06,5.50397e-06,5.50257e-06,5.50680e-06,5.50643e-06,5.50620e-06,5.50130e-06,5.49777e-06,5.49010e-06,5.48470e-06,5.48057e-06,5.47777e-06,5.47460e-06,5.46633e-06,5.46417e-06,5.45270e-06,5.44433e-06,5.43053e-06,5.41593e-06,5.40623e-06,5.39727e-06,5.39100e-06,5.37953e-06,5.36810e-06,5.36110e-06,5.34540e-06,5.32807e-06,5.30830e-06,5.30147e-06,5.29467e-06,5.28180e-06,5.26923e-06,5.27090e-06,5.27110e-06,5.29357e-06,5.28897e-06,5.29247e-06,5.26767e-06,5.25933e-06
7.17287e-06,7.18823e-06,7.19957e-06,7.20660e-06,7.20203e-06,7.19433e-06,7.19307e-06,7.18473e-06,7.17690e-06,7.15107e-06,7.12483e-06,7.10100e-06,7.07663e-06,7.05663e-06,7.03827e-06,7.02907e-06,7.02167e-06,7.01827e-06,7.01583e-06,7.02053e-06,7.02763e-06,7.03417e-06,7.04007e-06,7.04197e-06,7.04233e-06,7.04007e-06,7.04013e-06,7.04027e-06,7.04130e-06,7.03957e-06,7.03723e-06,7.03150e-06,7.02170e-06,7.01280e-06,6.99770e-06,6.99440e-06,7.01053e-06,7.04033e-06,7.07083e-06,7.06993e-06,7.06937e-06,7.06110e-06,7.06103e-06,7.05547e-06,7.05743e-06,7.06577e-06,7.07780e-06,7.08647e-06,7.09447e-06,7.09367e-06,7.08317e-06,7.07487e-06,7.07070e-06,7.07237e-06,7.07037e-06,7.07637e-06,7.07587e-06,7.07560e-06,7.06870e-06,7.06377e-06,7.05300e-06,7.04540e-06,7.03953e-06,7.03560e-06,7.03117e-06,7.01960e-06,7.01653e-06,7.00043e-06,6.98863e-06,6.96927e-06,6.94880e-06,6.93520e-06,6.92260e-06,6.91380e-06,6.89773e-06,6.88170e-06,6.87183e-06,6.84983e-06,6.82550e-06,6.79780e-06,6.78817e-06,6.77863e-06,6.76063e-06,6.74303e-06,6.74537e-06,6.74563e-06,6.77717e-06,6.77080e-06,6.77573e-06,6.74100e-06,6.72933e-06
9.52577e-06,9.54810e-06,9.56460e-06,9.57480e-06,9.56813e-06,9.55693e-06,9.55510e-06,9.54303e-06,9.53167e-06,9.49413e-06,9.45603e-06,9.42143e-06,9.38607e-06,9.35703e-06,9.33033e-06,9.31697e-06,9.30623e-06,9.30130e-06,9.29777e-06,9.30457e-06,9.31487e-06,9.32437e-06,9.33293e-06,9.33567e-06,9.33617e-06,9.33287e-06,9.33300e-06,9.33320e-06,9.33467e-06,9.33210e-06,9.32870e-06,9.32040e-06,9.30623e-06,9.29333e-06,9.27143e-06,9.26660e-06,9.29003e-06,9.33330e-06,9.37760e-06,9.37627e-06,9.37543e-06,9.36343e-06,9.36337e-06,9.35530e-06,9.35820e-06,9.37033e-06,9.38780e-06,9.40037e-06,9.41200e-06,9.41090e-06,9.39570e-06,9.38367e-06,9.37763e-06,9.38007e-06,9.37720e-06,9.38590e-06,9.38520e-06,9.38480e-06,9.37483e-06,9.36767e-06,9.35207e-06,9.34107e-06,9.33260e-06,9.32690e-06,9.32043e-06,9.30363e-06,9.29920e-06,9.27587e-06,9.25880e-06,9.23073e-06,9.20110e-06,9.18140e-06,9.16317e-06,9.15040e-06,9.12710e-06,9.10387e-06,9.08960e-06,9.05773e-06,9.02250e-06,8.98240e-06,8.96847e-06,8.95467e-06,8.92867e-06,8.90327e-06,8.90667e-06,8.90707e-06,8.95267e-06,8.94347e-06,8.95063e-06,8.90050e-06,8.88373e-06
