268.960,268.983,269.010,269.033,269.067,269.107,269.133,269.143,269.160,269.193,269.237,269.283,269.327,269.390,269.477,269.553,269.627,269.673,269.730,269.770,269.790,269.817,269.857,269.920,269.977,270.053,270.130,270.213,270.270,270.310,270.330,270.353,270.393,270.437,270.473,270.517,270.553,270.593,270.607,270.633,270.643,270.670,270.687,270.697,270.667,270.613,270.547,270.480,270.420,270.387,270.360,270.333,270.310,270.280,270.247,270.197,270.157,270.137,270.110,270.107,270.120,270.163,270.210,270.260,270.307,270.347,270.367,270.370,270.333,270.277,270.197,270.123,270.063,270.013,269.987,269.947,269.943,269.900,269.860,269.790,269.727,269.680,269.643,269.607,269.597,269.530,269.503,269.467,269.487,269.503
260.060,260.087,260.117,260.143,260.180,260.223,260.253,260.263,260.283,260.320,260.367,260.413,260.460,260.527,260.620,260.707,260.790,260.843,260.903,260.947,260.967,260.997,261.040,261.113,261.177,261.260,261.343,261.430,261.493,261.537,261.560,261.587,261.630,261.680,261.717,261.763,261.800,261.847,261.863,261.893,261.903,261.933,261.953,261.963,261.930,261.873,261.800,261.727,261.657,261.620,261.590,261.563,261.540,261.510,261.470,261.413,261.367,261.347,261.320,261.317,261.333,261.380,261.430,261.483,261.533,261.577,261.600,261.603,261.563,261.500,261.413,261.333,261.267,261.213,261.183,261.140,261.133,261.090,261.047,260.970,260.900,260.850,260.813,260.773,260.760,260.687,260.657,260.620,260.643,260.663
251.163,251.193,251.227,251.257,251.297,251.343,251.373,251.383,251.407,251.447,251.497,251.547,251.600,251.677,251.780,251.873,251.960,252.017,252.083,252.130,252.153,252.183,252.233,252.313,252.383,252.477,252.567,252.663,252.730,252.780,252.807,252.837,252.883,252.933,252.973,253.023,253.067,253.117,253.137,253.170,253.183,253.213,253.233,253.243,253.207,253.143,253.063,252.987,252.913,252.873,252.837,252.807,252.780,252.747,252.703,252.643,252.593,252.570,252.540,252.537,252.553,252.603,252.660,252.720,252.777,252.823,252.850,252.853,252.810,252.740,252.643,252.557,252.487,252.430,252.397,252.347,252.340,252.290,252.243,252.160,252.083,252.027,251.983,251.940,251.930,251.853,251.823,251.780,251.803,251.823
242.307,242.340,242.377,242.407,242.450,242.503,242.537,242.547,242.570,242.617,242.673,242.730,242.787,242.870,242.983,243.083,243.180,243.240,243.313,243.363,243.390,243.427,243.483,243.570,243.647,243.747,243.847,243.950,244.023,244.077,244.107,244.137,244.190,244.247,244.293,244.347,244.393,244.450,244.470,244.507,244.517,244.553,244.573,244.587,244.547,244.480,244.393,244.307,244.223,244.180,244.140,244.107,244.077,244.040,243.997,243.930,243.877,243.850,243.817,243.810,243.830,243.887,243.950,244.013,244.073,244.127,244.157,244.160,244.110,244.033,243.930,243.837,243.757,243.693,243.657,243.603,243.597,243.543,243.493,243.400,243.317,243.253,243.210,243.160,243.150,243.063,243.030,242.983,243.010,243.033
233.510,233.547,233.590,233.623,233.673,233.730,233.767,233.777,233.800,233.850,233.913,233.977,234.040,234.130,234.253,234.363,234.467,234.533,234.613,234.670,234.700,234.740,234.800,234.893,234.973,235.083,235.193,235.310,235.390,235.447,235.480,235.517,235.577,235.637,235.687,235.743,235.793,235.853,235.877,235.920,235.933,235.973,235.993,236.007,235.963,235.890,235.793,235.697,235.607,235.560,235.520,235.483,235.450,235.410,235.360,235.287,235.227,235.200,235.167,235.160,235.180,235.240,235.310,235.380,235.447,235.503,235.537,235.540,235.483,235.400,235.287,235.187,235.100,235.030,234.990,234.930,234.923,234.863,234.810,234.710,234.620,234.553,234.503,234.450,234.437,234.340,234.303,234.250,234.280,234.303
224.770,224.810,224.853,224.890,224.943,225.007,225.050,225.060,225.087,225.140,225.210,225.280,225.350,225.450,225.587,225.707,225.820,225.893,225.980,226.040,226.070,226.113,226.180,226.283,226.373,226.493,226.613,226.740,226.830,226.893,226.927,226.963,227.027,227.097,227.150,227.213,227.267,227.333,227.357,227.400,227.413,227.457,227.483,227.500,227.453,227.373,227.270,227.167,227.067,227.013,226.967,226.927,226.893,226.850,226.797,226.713,226.647,226.613,226.577,226.570,226.593,226.660,226.737,226.813,226.887,226.950,226.987,226.990,226.930,226.840,226.713,226.600,226.507,226.430,226.387,226.320,226.313,226.250,226.190,226.080,225.980,225.907,225.853,225.797,225.780,225.677,225.633,225.580,225.613,225.643
216.033,216.077,216.127,216.167,216.223,216.290,216.337,216.350,216.380,216.440,216.517,216.593,216.670,216.777,216.923,217.053,217.180,217.260,217.353,217.420,217.453,217.500,217.570,217.687,217.787,217.920,218.050,218.190,218.287,218.357,218.393,218.433,218.500,218.573,218.633,218.703,218.763,218.837,218.863,218.913,218.930,218.977,219.003,219.020,218.970,218.883,218.770,218.657,218.547,218.487,218.437,218.393,218.357,218.307,218.247,218.157,218.087,218.053,218.013,218.007,218.033,218.107,218.190,218.273,218.353,218.420,218.457,218.460,218.393,218.297,218.160,218.037,217.933,217.850,217.807,217.733,217.723,217.650,217.587,217.467,217.357,217.277,217.217,217.157,217.140,217.030,216.983,216.920,216.953,216.983
207.327,207.373,207.427,207.473,207.537,207.613,207.660,207.677,207.710,207.777,207.857,207.940,208.023,208.143,208.303,208.447,208.583,208.670,208.773,208.847,208.883,208.933,209.010,209.137,209.247,209.393,209.533,209.683,209.790,209.867,209.910,209.953,210.030,210.110,210.177,210.253,210.320,210.400,210.430,210.483,210.500,210.550,210.580,210.597,210.540,210.443,210.320,210.197,210.080,210.017,209.960,209.910,209.867,209.817,209.753,209.657,209.577,209.537,209.490,209.483,209.513,209.593,209.683,209.773,209.863,209.937,209.980,209.983,209.913,209.807,209.657,209.523,209.410,209.320,209.267,209.187,209.177,209.100,209.030,208.900,208.780,208.690,208.623,208.557,208.540,208.417,208.367,208.300,208.340,208.373
198.740,198.790,198.847,198.897,198.967,199.050,199.103,199.120,199.157,199.230,199.320,199.410,199.500,199.630,199.807,199.963,200.113,200.210,200.323,200.403,200.443,200.500,200.583,200.720,200.837,200.997,201.153,201.320,201.437,201.520,201.567,201.613,201.693,201.780,201.853,201.940,202.013,202.100,202.133,202.190,202.210,202.263,202.297,202.317,202.257,202.150,202.013,201.877,201.750,201.680,201.620,201.567,201.523,201.467,201.397,201.287,201.200,201.157,201.107,201.097,201.127,201.217,201.317,201.420,201.513,201.597,201.640,201.650,201.570,201.453,201.287,201.140,201.017,200.917,200.860,200.773,200.763,200.680,200.600,200.457,200.323,200.230,200.157,200.083,200.063,199.930,199.877,199.803,199.843,199.877
190.243,190.300,190.363,190.417,190.493,190.583,190.643,190.660,190.700,190.780,190.880,190.980,191.080,191.223,191.417,191.587,191.750,191.857,191.983,192.070,192.113,192.173,192.267,192.413,192.543,192.717,192.890,193.070,193.197,193.287,193.337,193.390,193.480,193.577,193.653,193.747,193.827,193.923,193.960,194.023,194.043,194.103,194.140,194.163,194.093,193.977,193.827,193.680,193.540,193.463,193.397,193.340,193.290,193.227,193.147,193.030,192.937,192.893,192.840,192.830,192.863,192.960,193.070,193.180,193.283,193.373,193.423,193.430,193.343,193.213,193.033,192.873,192.740,192.630,192.567,192.470,192.460,192.367,192.280,192.123,191.980,191.877,191.797,191.717,191.697,191.550,191.490,191.407,191.453,191.493
