-0.0100000,48.8230,5.88405
18.0100,49.1950,8.72054
18.9800,49.2020,8.95501
1.00000,48.3440,6.36337
20.0100,49.5140,9.47636
21.0200,48.4380,9.40759
22.0100,45.1050,9.54271
23.0200,43.7860,9.58530
24.0200,42.8780,9.25505
25.0500,40.9740,9.28022
26.0200,40.4350,9.17996
9.97000,50.7700,7.99128
27.0400,36.9640,9.13821
28.0300,36.1000,8.97774
28.9800,33.2300,8.74971
2.02000,48.8080,6.57211
30.0100,31.4980,8.53085
31.0100,33.7190,8.45816
32.0000,36.0320,8.32843
33.0200,34.3040,8.14987
34.0100,37.9470,8.08152
35.0000,36.7770,7.96338
11.0400,48.4800,8.15801
35.9900,38.6770,7.56963
36.9900,40.3940,7.57066
38.0100,37.8360,7.49054
39.0100,44.6120,7.32663
2.94000,50.8520,6.09164
40.0100,42.0590,7.32970
40.9900,52.0140,7.35453
41.9900,49.4200,7.06970
43.0100,51.6160,7.33420
44.0100,50.0190,7.46853
12.0200,51.2580,8.90255
45.0000,49.0790,7.30824
46.0100,52.4260,7.15647
46.9600,47.8110,6.95320
47.9700,48.0710,6.63953
49.0300,43.0490,6.46986
4.01000,50.4610,6.56792
50.0200,43.2430,6.51597
51.0100,43.0660,6.64619
52.0200,45.3970,6.50020
52.9900,44.8120,6.66936
13.0300,51.0010,8.83844
54.0000,42.6370,6.49088
55.0300,43.9370,6.41751
56.0300,43.3850,6.20543
56.9800,42.8280,6.34224
58.0000,42.5640,6.03877
58.9900,44.1890,6.13487
4.99000,52.4230,6.37827
59.9800,42.6040,6.04699
60.9600,42.5710,5.96613
61.9600,40.5720,5.88571
14.0100,53.1370,8.69709
63.0200,39.7110,5.80758
64.0100,36.8270,5.65771
65.0000,33.1670,5.67368
65.9700,30.9050,5.89347
66.9700,28.5620,5.57498
67.9600,29.0340,5.84846
69.0000,27.6840,5.73486
6.03000,53.1670,6.71172
70.0300,26.5080,5.94520
71.0100,22.3370,5.54346
15.0000,51.3630,8.53187
72.0400,22.3890,5.57691
73.0300,23.2640,5.70113
74.0400,22.3320,5.47085
75.0600,27.7550,5.78529
76.0400,21.5500,5.59166
77.0700,24.7860,5.67116
78.0400,22.8650,5.46034
78.9500,19.0570,5.68727
6.99000,52.0350,6.60799
79.8900,11.2510,5.30026
15.9900,50.9590,8.67537
80.9000,11.7470,5.10105
81.9700,11.5400,5.41529
83.0300,9.16110,4.53039
83.9300,10.7540,4.49339
85.0000,8.15350,4.47816
85.9500,11.8790,5.09017
86.9500,10.3520,4.22143
87.9900,6.78340,4.07546
89.2500,18.9930,5.26322
7.98000,52.9080,7.24486
16.9700,47.4760,8.41260
9.02000,49.3200,7.42659
-1.00000,47.9150,6.33033
